Date,Month,Channel,Campaign,Device,Visitors,Leads,Qualified_Leads,Proposals,Customers,Avg_Deal_Value,Revenue,Ad_Spend,ROI_%
2024-10-08,2024-10,Organic Search,Brand Awareness,Desktop,401,116,59,29,12,1870,22440,3902.24,475.1
2024-07-08,2024-07,Email Campaign,Summer Sale,Desktop,174,63,35,18,9,1990,17910,2165.94,726.9
2024-08-17,2024-08,Paid Ads,Brand Awareness,Desktop,496,156,57,26,8,1795,14360,5793.84,147.8
2024-07-21,2024-07,Email Campaign,Product Launch,Mobile,157,62,37,21,9,1561,14049,1793.66,683.3
2024-01-28,2024-01,Social Media,Retargeting,Mobile,386,64,23,9,2,1339,2678,1939.2,38.1
2024-10-03,2024-10,Email Campaign,Brand Awareness,Desktop,498,191,101,51,23,1520,34960,6918.02,405.3
2024-12-03,2024-12,Referral,Newsletter,Mobile,250,134,93,53,32,1928,61696,3848.48,1503.1
2024-03-18,2024-03,Social Media,Product Launch,Mobile,194,37,13,4,1,1240,1240,1317.2,-5.9
2024-07-21,2024-07,Organic Search,Summer Sale,Desktop,339,123,64,32,13,1394,18122,4777.32,279.3
2024-01-20,2024-01,Social Media,Newsletter,Tablet,125,23,7,2,0,385,0,309.58,-100.0
2024-07-05,2024-07,Social Media,Retargeting,Desktop,295,55,18,7,2,1137,2274,1999.8,13.7
2024-03-27,2024-03,Social Media,Product Launch,Desktop,476,93,36,13,3,327,981,1926.03,-49.1
2024-07-24,2024-07,Social Media,Newsletter,Mobile,114,18,7,2,0,1378,0,160.92,-100.0
2024-11-07,2024-11,Organic Search,Summer Sale,Mobile,303,84,51,21,10,1207,12070,2987.04,304.1
2024-11-14,2024-11,Paid Ads,Brand Awareness,Mobile,150,36,15,6,2,1000,2000,1138.32,75.7
2024-01-27,2024-01,Organic Search,Brand Awareness,Mobile,196,63,39,19,7,729,5103,416.43,1125.4
2024-08-13,2024-08,Email Campaign,Summer Sale,Mobile,276,102,68,32,15,336,5040,2591.82,94.5
2024-05-01,2024-05,Email Campaign,Summer Sale,Tablet,384,180,104,60,29,1488,43152,4474.8,864.3
2024-02-24,2024-02,Paid Ads,Product Launch,Mobile,92,25,9,3,1,1949,1949,841.0,131.7
2024-12-21,2024-12,Paid Ads,Retargeting,Mobile,126,30,11,4,1,1059,1059,519.0,104.0
2024-03-21,2024-03,Paid Ads,Retargeting,Desktop,433,104,45,18,7,1493,10451,4068.48,156.9
2024-02-07,2024-02,Paid Ads,Retargeting,Desktop,248,60,25,9,2,1700,3400,603.0,463.8
2024-09-06,2024-09,Social Media,Newsletter,Mobile,391,64,24,9,2,214,428,1771.52,-75.8
2024-10-29,2024-10,Organic Search,Retargeting,Desktop,137,47,26,13,5,642,3210,1038.7,209.0
2024-10-21,2024-10,Social Media,Summer Sale,Mobile,361,60,19,6,1,1618,1618,2394.0,-32.4
2024-01-30,2024-01,Paid Ads,Summer Sale,Desktop,163,43,15,6,2,1988,3976,1500.7,164.9
2024-12-10,2024-12,Paid Ads,Brand Awareness,Mobile,454,119,50,18,7,1301,9107,1789.76,408.8
2024-08-24,2024-08,Organic Search,Newsletter,Desktop,396,139,78,34,17,1210,20570,5133.27,300.7
2024-05-25,2024-05,Social Media,Newsletter,Mobile,388,73,27,9,2,603,1206,2648.44,-54.5
2024-07-31,2024-07,Email Campaign,Retargeting,Mobile,386,177,105,59,31,1307,40517,1364.67,2869.0
2024-04-22,2024-04,Organic Search,Summer Sale,Tablet,475,155,90,45,21,1169,24549,2938.8,735.3
2024-12-10,2024-12,Organic Search,Brand Awareness,Desktop,493,156,75,36,14,1861,26054,2800.2,830.4
2024-01-29,2024-01,Organic Search,Product Launch,Mobile,83,27,14,6,2,308,616,919.89,-33.0
2024-01-03,2024-01,Paid Ads,Product Launch,Tablet,85,27,12,4,1,1578,1578,767.07,105.7
2024-08-09,2024-08,Organic Search,Retargeting,Desktop,259,83,47,24,10,1193,11930,616.69,1834.5
2024-05-12,2024-05,Organic Search,Newsletter,Mobile,259,74,44,20,9,835,7515,2534.5,196.5
2024-08-17,2024-08,Paid Ads,Brand Awareness,Desktop,449,143,63,30,11,1186,13046,3154.58,313.6
2024-04-16,2024-04,Email Campaign,Newsletter,Desktop,461,184,105,58,31,790,24490,3549.36,590.0
2024-06-25,2024-06,Email Campaign,Product Launch,Mobile,142,65,40,22,11,951,10461,2455.05,326.1
2024-11-22,2024-11,Email Campaign,Brand Awareness,Desktop,423,157,93,57,31,296,9176,6123.0,49.9
2024-06-02,2024-06,Email Campaign,Summer Sale,Mobile,258,117,63,35,17,1925,32725,2369.25,1281.2
2024-10-01,2024-10,Paid Ads,Newsletter,Mobile,206,50,18,6,2,1490,2980,488.5,510.0
2024-01-12,2024-01,Referral,Newsletter,Desktop,405,202,138,86,47,1719,80793,2020.0,3899.7
2024-01-15,2024-01,Social Media,Retargeting,Mobile,409,68,24,8,2,204,408,1643.56,-75.2
2024-04-13,2024-04,Referral,Product Launch,Desktop,210,93,66,39,23,1361,31303,3463.32,803.8
2024-07-21,2024-07,Social Media,Summer Sale,Mobile,99,18,6,2,0,1659,0,492.66,-100.0
2024-06-04,2024-06,Paid Ads,Newsletter,Mobile,463,112,47,20,7,475,3325,2115.68,57.2
2024-10-08,2024-10,Organic Search,Brand Awareness,Mobile,321,107,55,30,12,795,9540,2261.98,321.8
2024-05-17,2024-05,Paid Ads,Summer Sale,Desktop,235,65,23,9,3,1504,4512,812.5,455.3
2024-04-02,2024-04,Paid Ads,Newsletter,Desktop,261,70,31,12,4,559,2236,1236.9,80.8
2024-03-25,2024-03,Paid Ads,Summer Sale,Mobile,238,67,29,12,4,1639,6556,2379.17,175.6
2024-04-22,2024-04,Paid Ads,Summer Sale,Desktop,96,30,11,5,2,1684,3368,192.0,1654.2
2024-01-10,2024-01,Referral,Newsletter,Tablet,129,71,52,34,18,1114,20052,919.45,2080.9
2024-02-11,2024-02,Social Media,Newsletter,Desktop,389,66,24,10,3,1514,4542,766.26,492.7
2024-12-19,2024-12,Email Campaign,Newsletter,Desktop,213,99,62,36,20,1272,25440,498.96,4998.6
2024-02-24,2024-02,Organic Search,Newsletter,Mobile,203,74,43,20,8,1685,13480,1031.56,1206.8
2024-02-29,2024-02,Organic Search,Product Launch,Mobile,265,76,40,18,8,1525,12200,2353.72,418.3
2024-07-03,2024-07,Paid Ads,Retargeting,Mobile,423,121,52,20,8,795,6360,3270.63,94.5
2024-08-27,2024-08,Social Media,Brand Awareness,Mobile,474,88,29,11,3,637,1911,2144.56,-10.9
2024-12-11,2024-12,Social Media,Product Launch,Tablet,400,77,24,8,2,1991,3982,2879.03,38.3
2024-08-08,2024-08,Referral,Product Launch,Tablet,464,227,145,91,57,1529,87153,1743.36,4899.1
2024-08-20,2024-08,Social Media,Summer Sale,Mobile,170,28,8,2,0,1615,0,932.4,-100.0
2024-12-04,2024-12,Social Media,Summer Sale,Mobile,483,74,27,9,2,1523,3046,907.24,235.7
2024-01-12,2024-01,Email Campaign,Newsletter,Mobile,130,49,26,16,8,416,3328,328.3,913.7
2024-12-21,2024-12,Organic Search,Summer Sale,Mobile,251,69,32,16,6,934,5604,1046.04,435.7
2024-01-16,2024-01,Email Campaign,Summer Sale,Mobile,107,44,26,16,8,1277,10216,1261.92,709.6
2024-02-03,2024-02,Email Campaign,Retargeting,Mobile,147,60,35,20,9,417,3753,937.2,300.4
2024-02-08,2024-02,Paid Ads,Summer Sale,Desktop,95,27,11,4,1,275,275,358.83,-23.4
2024-01-30,2024-01,Social Media,Summer Sale,Desktop,402,70,24,10,2,1682,3364,2009.0,67.4
2024-04-10,2024-04,Referral,Brand Awareness,Mobile,202,98,75,52,28,1735,48580,3628.94,1238.7
2024-08-20,2024-08,Paid Ads,Product Launch,Mobile,395,99,38,17,6,1797,10782,2977.92,262.1
2024-08-13,2024-08,Paid Ads,Summer Sale,Mobile,112,35,13,4,1,1949,1949,1022.0,90.7
2024-10-17,2024-10,Social Media,Retargeting,Desktop,261,45,17,5,1,1080,1080,308.7,249.9
2024-07-20,2024-07,Paid Ads,Retargeting,Tablet,464,140,61,27,11,1692,18612,5563.6,234.5
2024-05-13,2024-05,Organic Search,Newsletter,Mobile,422,143,70,36,17,1903,32351,953.81,3291.8
2024-04-17,2024-04,Paid Ads,Brand Awareness,Desktop,330,96,33,14,4,1775,7100,703.68,909.0
2024-08-11,2024-08,Organic Search,Brand Awareness,Mobile,132,44,26,13,5,1790,8950,1496.0,498.3
2024-07-15,2024-07,Organic Search,Newsletter,Desktop,87,31,18,9,3,1685,5055,333.87,1414.1
2024-09-08,2024-09,Organic Search,Summer Sale,Desktop,173,52,25,11,4,484,1936,1561.04,24.0
2024-01-11,2024-01,Organic Search,Newsletter,Desktop,321,111,67,28,14,607,8498,1357.53,526.0
2024-11-24,2024-11,Email Campaign,Retargeting,Mobile,94,34,18,8,3,964,2892,432.82,568.2
2024-08-13,2024-08,Social Media,Summer Sale,Tablet,312,50,14,5,1,930,930,493.0,88.6
2024-11-27,2024-11,Paid Ads,Newsletter,Tablet,282,79,30,11,3,1917,5751,2723.13,111.2
2024-09-04,2024-09,Organic Search,Product Launch,Mobile,362,127,62,35,15,1704,25560,1713.23,1391.9
2024-01-04,2024-01,Organic Search,Brand Awareness,Desktop,218,76,41,18,7,1696,11872,3039.24,290.6
2024-10-30,2024-10,Paid Ads,Newsletter,Desktop,279,71,28,11,4,1483,5932,764.67,675.8
2024-01-15,2024-01,Email Campaign,Product Launch,Tablet,481,212,135,70,41,838,34358,6989.64,391.6
2024-11-05,2024-11,Organic Search,Newsletter,Mobile,357,127,75,41,19,1360,25840,4194.81,516.0
2024-10-26,2024-10,Organic Search,Newsletter,Mobile,359,111,61,29,14,1149,16086,738.15,2079.2
2024-12-06,2024-12,Paid Ads,Newsletter,Mobile,337,91,32,14,6,619,3714,1063.79,249.1
2024-06-23,2024-06,Organic Search,Product Launch,Mobile,315,104,51,26,12,360,4320,3997.76,8.1
2024-09-14,2024-09,Referral,Newsletter,Desktop,290,129,86,59,30,826,24780,895.26,2667.9
2024-12-13,2024-12,Social Media,Brand Awareness,Desktop,491,87,28,10,3,1446,4338,3359.94,29.1
2024-11-26,2024-11,Social Media,Summer Sale,Mobile,472,87,27,10,3,827,2481,1114.47,122.6
2024-02-14,2024-02,Organic Search,Summer Sale,Mobile,97,30,16,7,3,1254,3762,169.5,2119.5
2024-03-04,2024-03,Email Campaign,Brand Awareness,Desktop,497,212,114,69,40,1739,69560,3190.6,2080.2
2024-03-13,2024-03,Paid Ads,Product Launch,Mobile,146,42,14,5,1,570,570,274.68,107.5
2024-08-28,2024-08,Social Media,Summer Sale,Mobile,311,57,19,6,1,1696,1696,1993.29,-14.9
2024-10-10,2024-10,Social Media,Brand Awareness,Mobile,396,80,27,10,2,265,530,2728.8,-80.6
2024-09-30,2024-09,Paid Ads,Brand Awareness,Mobile,261,80,27,9,3,1535,4605,1696.0,171.5
2024-08-09,2024-08,Organic Search,Summer Sale,Desktop,333,121,71,40,19,1965,37335,2590.61,1341.2
2024-07-13,2024-07,Paid Ads,Summer Sale,Desktop,413,113,41,16,5,1160,5800,3626.17,59.9
2024-12-10,2024-12,Social Media,Brand Awareness,Desktop,414,82,29,9,2,1833,3666,2706.82,35.4
2024-05-20,2024-05,Social Media,Summer Sale,Mobile,325,50,18,7,1,567,567,1185.0,-52.2
2024-07-06,2024-07,Organic Search,Product Launch,Desktop,325,112,53,22,9,602,5418,3407.04,59.0
2024-06-01,2024-06,Paid Ads,Newsletter,Mobile,218,52,18,6,2,628,1256,484.12,159.4
2024-03-14,2024-03,Referral,Summer Sale,Mobile,98,46,27,19,11,738,8118,1822.52,345.4
2024-06-02,2024-06,Social Media,Brand Awareness,Mobile,232,45,15,6,1,1035,1035,714.15,44.9
2024-09-15,2024-09,Paid Ads,Product Launch,Desktop,295,82,28,10,3,511,1533,2789.64,-45.0
2024-12-28,2024-12,Paid Ads,Newsletter,Mobile,204,54,24,8,2,232,464,2138.94,-78.3
2024-12-05,2024-12,Social Media,Brand Awareness,Desktop,152,25,7,2,0,243,0,764.0,-100.0
2024-02-20,2024-02,Email Campaign,Summer Sale,Tablet,212,86,49,28,12,580,6960,1453.4,378.9
2024-06-28,2024-06,Social Media,Summer Sale,Desktop,129,24,9,3,1,1667,1667,547.44,204.5
2024-09-27,2024-09,Social Media,Newsletter,Mobile,495,92,35,14,3,287,861,1323.88,-35.0
2024-12-29,2024-12,Email Campaign,Newsletter,Tablet,254,100,61,31,14,1606,22484,999.0,2150.7
2024-11-14,2024-11,Email Campaign,Newsletter,Tablet,250,105,55,33,18,1140,20520,3453.45,494.2
2024-11-13,2024-11,Email Campaign,Summer Sale,Desktop,355,148,90,48,25,1307,32675,3433.6,851.6
2024-03-09,2024-03,Organic Search,Newsletter,Mobile,363,116,60,31,15,446,6690,4099.44,63.2
2024-07-17,2024-07,Email Campaign,Product Launch,Mobile,133,64,42,23,10,1642,16420,2160.0,660.2
2024-08-08,2024-08,Organic Search,Summer Sale,Mobile,374,133,72,37,16,1157,18512,4185.51,342.3
2024-02-23,2024-02,Referral,Summer Sale,Mobile,100,42,33,21,12,1951,23412,976.08,2298.6
2024-03-08,2024-03,Paid Ads,Product Launch,Desktop,362,109,39,18,6,1850,11100,864.37,1184.2
2024-09-25,2024-09,Organic Search,Newsletter,Desktop,424,142,88,44,18,1296,23328,3101.28,652.2
2024-01-27,2024-01,Organic Search,Product Launch,Desktop,365,119,55,25,11,1542,16962,2958.34,473.4
2024-11-28,2024-11,Organic Search,Summer Sale,Mobile,187,67,38,16,6,1974,11844,878.37,1248.4
2024-02-09,2024-02,Social Media,Product Launch,Tablet,193,36,12,5,1,499,499,1259.28,-60.4
2024-04-19,2024-04,Organic Search,Summer Sale,Desktop,96,33,20,10,4,1345,5380,1055.01,409.9
2024-05-30,2024-05,Organic Search,Product Launch,Mobile,467,127,64,30,12,226,2712,2660.65,1.9
2024-04-06,2024-04,Organic Search,Newsletter,Desktop,307,84,40,22,9,1726,15534,2267.16,585.2
2024-10-27,2024-10,Paid Ads,Newsletter,Mobile,372,94,42,18,6,615,3690,1607.4,129.6
2024-02-15,2024-02,Organic Search,Retargeting,Mobile,287,97,57,29,14,1509,21126,1504.47,1304.2
2024-04-17,2024-04,Paid Ads,Summer Sale,Desktop,150,36,13,5,1,1951,1951,1376.64,41.7
2024-07-21,2024-07,Email Campaign,Summer Sale,Desktop,260,118,69,43,22,267,5874,3691.04,59.1
2024-03-19,2024-03,Social Media,Brand Awareness,Desktop,437,77,30,12,3,1389,4167,2519.44,65.4
2024-07-05,2024-07,Social Media,Newsletter,Mobile,135,26,7,2,0,311,0,515.58,-100.0
2024-06-14,2024-06,Social Media,Product Launch,Desktop,238,43,12,4,1,1394,1394,390.44,257.0
2024-10-30,2024-10,Organic Search,Product Launch,Desktop,110,39,21,10,4,513,2052,240.63,752.8
2024-12-15,2024-12,Organic Search,Product Launch,Mobile,200,62,37,19,9,815,7335,2450.24,199.4
2024-01-29,2024-01,Social Media,Newsletter,Mobile,476,85,28,9,2,1467,2934,2370.65,23.8
2024-05-24,2024-05,Organic Search,Product Launch,Desktop,294,101,49,26,13,1924,25012,1251.39,1898.7
2024-05-27,2024-05,Social Media,Brand Awareness,Mobile,87,17,6,2,0,1994,0,317.56,-100.0
2024-10-27,2024-10,Organic Search,Product Launch,Desktop,104,32,18,9,4,1800,7200,438.72,1541.1
2024-03-21,2024-03,Email Campaign,Product Launch,Mobile,264,118,74,43,25,880,22000,3377.16,551.4
2024-06-24,2024-06,Referral,Product Launch,Mobile,316,156,98,71,47,1578,74166,2620.8,2729.9
2024-05-19,2024-05,Social Media,Retargeting,Desktop,296,52,15,5,1,744,744,1995.76,-62.7
2024-08-23,2024-08,Email Campaign,Newsletter,Tablet,199,79,45,25,11,1242,13662,650.17,2001.3
2024-07-14,2024-07,Referral,Product Launch,Desktop,236,121,94,62,40,1525,61000,1173.7,5097.2
2024-03-20,2024-03,Paid Ads,Summer Sale,Desktop,185,52,19,8,2,442,884,1995.76,-55.7
2024-01-28,2024-01,Email Campaign,Summer Sale,Mobile,140,63,32,15,7,1454,10178,700.56,1352.8
2024-10-28,2024-10,Social Media,Retargeting,Mobile,412,83,31,12,3,477,1431,902.21,58.6
2024-11-15,2024-11,Email Campaign,Newsletter,Desktop,454,207,119,71,39,274,10686,5340.6,100.1
2024-09-27,2024-09,Paid Ads,Product Launch,Mobile,262,78,29,13,5,608,3040,1369.68,121.9
2024-04-23,2024-04,Email Campaign,Newsletter,Mobile,162,74,48,27,15,1309,19635,2563.36,666.0
2024-05-23,2024-05,Social Media,Brand Awareness,Mobile,226,35,13,5,1,1707,1707,1094.8,55.9
2024-05-26,2024-05,Paid Ads,Product Launch,Mobile,235,75,27,10,4,1351,5404,2287.5,136.2
2024-01-17,2024-01,Paid Ads,Retargeting,Desktop,419,107,43,19,6,610,3660,1423.1,157.2
2024-12-19,2024-12,Organic Search,Product Launch,Desktop,98,35,19,8,3,1189,3567,521.85,583.5
2024-10-23,2024-10,Social Media,Brand Awareness,Desktop,385,70,25,9,2,1519,3038,870.1,249.2
2024-02-09,2024-02,Paid Ads,Product Launch,Desktop,454,133,52,20,6,1955,11730,3302.39,255.2
2024-10-01,2024-10,Referral,Newsletter,Mobile,457,228,180,106,67,307,20569,3584.16,473.9
2024-05-18,2024-05,Organic Search,Newsletter,Desktop,460,148,84,41,17,1996,33932,4965.4,583.4
2024-01-14,2024-01,Paid Ads,Summer Sale,Desktop,218,64,23,9,3,814,2442,2387.2,2.3
2024-10-16,2024-10,Social Media,Newsletter,Desktop,338,61,22,8,2,1929,3858,880.84,338.0
2024-09-17,2024-09,Organic Search,Brand Awareness,Desktop,89,32,17,7,2,946,1892,935.68,102.2
2024-11-30,2024-11,Social Media,Brand Awareness,Desktop,108,18,6,2,0,429,0,645.48,-100.0
2024-04-26,2024-04,Email Campaign,Product Launch,Desktop,473,213,135,78,42,1680,70560,2291.88,2978.7
2024-01-13,2024-01,Email Campaign,Product Launch,Mobile,148,63,39,24,11,1629,17919,1050.84,1605.2
2024-10-14,2024-10,Organic Search,Newsletter,Mobile,324,96,51,28,11,1534,16874,1292.16,1205.9
2024-03-29,2024-03,Organic Search,Retargeting,Mobile,444,152,72,39,18,1584,28512,1431.84,1891.3
2024-09-13,2024-09,Social Media,Product Launch,Mobile,109,20,7,2,0,1449,0,630.4,-100.0
2024-08-29,2024-08,Organic Search,Summer Sale,Desktop,164,60,30,15,5,1126,5630,2263.2,148.8
2024-01-05,2024-01,Organic Search,Product Launch,Mobile,150,43,23,11,4,1206,4824,827.75,482.8
2024-01-16,2024-01,Paid Ads,Retargeting,Tablet,255,77,32,13,5,1356,6780,1791.79,278.4
2024-05-03,2024-05,Social Media,Newsletter,Tablet,382,78,23,7,1,1568,1568,1558.44,0.6
2024-06-28,2024-06,Organic Search,Brand Awareness,Mobile,135,45,23,13,6,1894,11364,1161.9,878.1
2024-10-15,2024-10,Email Campaign,Retargeting,Desktop,349,153,80,37,20,341,6820,4178.43,63.2
2024-07-28,2024-07,Referral,Brand Awareness,Desktop,205,99,63,46,27,363,9801,2592.81,278.0
2024-03-01,2024-03,Paid Ads,Newsletter,Desktop,317,81,36,14,4,1268,5072,1024.65,395.0
2024-12-19,2024-12,Social Media,Summer Sale,Desktop,424,86,29,10,3,1632,4896,1831.8,167.3
2024-11-29,2024-11,Social Media,Product Launch,Desktop,309,54,17,6,1,828,828,1780.38,-53.5
2024-02-12,2024-02,Organic Search,Newsletter,Mobile,110,37,17,7,2,864,1728,1467.05,17.8
2024-06-05,2024-06,Organic Search,Product Launch,Desktop,305,86,43,23,11,1878,20658,3205.22,544.5
2024-09-30,2024-09,Social Media,Brand Awareness,Desktop,325,52,20,8,2,497,994,1340.56,-25.9
2024-10-20,2024-10,Paid Ads,Retargeting,Desktop,366,88,33,15,6,678,4068,2148.08,89.4
2024-08-17,2024-08,Social Media,Newsletter,Desktop,145,27,9,3,0,1757,0,622.35,-100.0
2024-01-11,2024-01,Social Media,Retargeting,Mobile,227,46,18,7,2,1535,3070,1438.42,113.4
2024-10-06,2024-10,Organic Search,Newsletter,Desktop,146,46,27,13,6,888,5328,900.68,491.6
2024-11-14,2024-11,Email Campaign,Retargeting,Mobile,174,63,40,20,11,1367,15037,1317.33,1041.5
2024-02-29,2024-02,Email Campaign,Retargeting,Mobile,178,72,37,17,9,400,3600,2671.2,34.8
2024-06-22,2024-06,Referral,Brand Awareness,Desktop,85,38,30,20,12,1946,23352,882.74,2545.4
2024-05-12,2024-05,Paid Ads,Product Launch,Desktop,317,96,41,16,5,1876,9380,1145.28,719.0
2024-05-02,2024-05,Organic Search,Product Launch,Mobile,481,159,99,47,19,1368,25992,3647.46,612.6
2024-12-08,2024-12,Email Campaign,Brand Awareness,Desktop,449,167,113,67,31,1196,37076,3605.53,928.3
2024-06-23,2024-06,Organic Search,Brand Awareness,Desktop,495,150,84,47,18,1366,24588,5653.5,334.9
2024-06-05,2024-06,Referral,Newsletter,Desktop,189,103,74,41,20,977,19540,1041.33,1776.4
2024-05-13,2024-05,Email Campaign,Retargeting,Desktop,269,103,64,31,14,865,12110,3260.98,271.4
2024-02-22,2024-02,Organic Search,Product Launch,Desktop,484,168,90,48,24,546,13104,1041.6,1158.1
2024-10-26,2024-10,Referral,Retargeting,Mobile,159,72,48,31,20,1931,38620,987.84,3809.5
2024-11-26,2024-11,Organic Search,Brand Awareness,Desktop,83,23,12,6,3,1645,4935,866.18,469.7
2024-08-24,2024-08,Paid Ads,Summer Sale,Desktop,483,115,45,21,8,640,5120,799.25,540.6
2024-11-07,2024-11,Paid Ads,Newsletter,Tablet,471,132,48,22,7,639,4473,1445.4,209.5
2024-05-10,2024-05,Social Media,Brand Awareness,Mobile,327,61,20,6,1,1750,1750,2330.2,-24.9
2024-12-19,2024-12,Paid Ads,Product Launch,Desktop,176,49,19,8,3,791,2373,666.89,255.8
2024-01-25,2024-01,Email Campaign,Brand Awareness,Mobile,484,202,126,62,31,1451,44981,5619.64,700.4
2024-12-03,2024-12,Organic Search,Brand Awareness,Desktop,377,112,70,36,14,1354,18956,3379.04,461.0
2024-04-26,2024-04,Organic Search,Product Launch,Desktop,310,103,54,23,11,398,4378,1916.83,128.4
2024-02-06,2024-02,Organic Search,Summer Sale,Mobile,265,77,36,16,7,497,3479,1814.12,91.8
2024-03-21,2024-03,Paid Ads,Retargeting,Desktop,371,103,37,15,5,786,3930,1938.46,102.7
2024-05-20,2024-05,Organic Search,Brand Awareness,Desktop,93,33,16,7,3,1876,5628,427.35,1217.0
2024-07-05,2024-07,Email Campaign,Summer Sale,Desktop,204,90,49,25,14,1524,21336,1016.1,1999.8
2024-05-29,2024-05,Paid Ads,Retargeting,Tablet,402,98,38,13,4,1365,5460,1648.36,231.2
2024-02-13,2024-02,Organic Search,Product Launch,Desktop,482,159,88,37,18,804,14472,4921.05,194.1
2024-12-07,2024-12,Social Media,Brand Awareness,Mobile,231,45,17,7,2,221,442,356.85,23.9
2024-12-10,2024-12,Organic Search,Retargeting,Mobile,412,135,77,43,19,242,4598,2119.5,116.9
2024-05-15,2024-05,Organic Search,Product Launch,Desktop,138,48,28,14,7,873,6111,614.88,893.9
2024-05-17,2024-05,Email Campaign,Newsletter,Desktop,177,67,44,22,12,1861,22332,355.1,6188.9
2024-01-25,2024-01,Organic Search,Newsletter,Desktop,149,41,20,10,4,454,1816,978.67,85.6
2024-01-18,2024-01,Social Media,Summer Sale,Desktop,176,33,13,5,1,1054,1054,1222.98,-13.8
2024-12-15,2024-12,Organic Search,Newsletter,Desktop,405,148,78,36,17,991,16847,2109.0,698.8
2024-11-20,2024-11,Organic Search,Brand Awareness,Desktop,480,157,96,46,19,314,5966,5292.47,12.7
2024-06-06,2024-06,Email Campaign,Retargeting,Mobile,400,182,111,54,28,1287,36036,3745.56,862.1
2024-10-30,2024-10,Email Campaign,Newsletter,Mobile,119,54,36,21,9,1378,12402,1503.9,724.7
2024-12-07,2024-12,Email Campaign,Product Launch,Mobile,362,167,105,58,31,1480,45880,5766.51,695.6
2024-10-31,2024-10,Paid Ads,Brand Awareness,Mobile,196,57,20,8,3,1172,3516,1643.31,114.0
2024-03-15,2024-03,Organic Search,Newsletter,Desktop,448,150,70,32,15,1621,24315,1111.5,2087.6
2024-08-04,2024-08,Referral,Product Launch,Desktop,238,133,92,64,40,1267,50680,3168.06,1499.7
2024-10-08,2024-10,Social Media,Product Launch,Desktop,294,60,24,9,2,460,920,1363.8,-32.5
2024-03-31,2024-03,Email Campaign,Newsletter,Desktop,282,106,72,34,18,1492,26856,3217.1,734.8
2024-08-03,2024-08,Referral,Summer Sale,Mobile,376,208,131,78,41,1278,52398,6173.44,748.8
2024-11-08,2024-11,Email Campaign,Newsletter,Desktop,387,183,123,58,33,933,30789,4364.55,605.4
2024-04-18,2024-04,Email Campaign,Retargeting,Desktop,321,115,76,42,21,1521,31941,840.65,3699.6
2024-06-08,2024-06,Organic Search,Brand Awareness,Mobile,422,148,90,50,19,520,9880,3480.96,183.8
2024-01-20,2024-01,Organic Search,Summer Sale,Desktop,147,46,27,14,6,698,4188,1464.18,186.0
2024-02-16,2024-02,Paid Ads,Summer Sale,Desktop,455,122,44,19,7,1941,13587,2021.54,572.1
2024-10-29,2024-10,Organic Search,Newsletter,Mobile,127,35,21,10,4,494,1976,320.25,517.0
2024-06-10,2024-06,Referral,Summer Sale,Desktop,299,168,133,74,49,1355,66395,976.08,6702.2
2024-12-05,2024-12,Organic Search,Newsletter,Mobile,346,102,62,32,14,1123,15722,1039.38,1412.6
2024-12-29,2024-12,Social Media,Summer Sale,Mobile,314,50,15,5,1,1751,1751,531.5,229.4
2024-02-13,2024-02,Paid Ads,Product Launch,Mobile,269,70,27,10,3,1551,4653,2358.3,97.3
2024-05-13,2024-05,Social Media,Newsletter,Desktop,321,59,19,6,1,870,870,2037.27,-57.3
2024-12-04,2024-12,Social Media,Newsletter,Mobile,308,59,21,8,2,1708,3416,962.29,255.0
2024-09-06,2024-09,Social Media,Summer Sale,Mobile,164,33,12,5,1,1760,1760,866.91,103.0
2024-07-18,2024-07,Email Campaign,Newsletter,Mobile,429,169,90,53,29,939,27231,1911.39,1324.7
2024-02-15,2024-02,Organic Search,Product Launch,Desktop,334,102,64,30,12,1661,19932,1932.9,931.2
2024-07-05,2024-07,Social Media,Retargeting,Mobile,319,63,24,8,2,555,1110,2054.43,-46.0
2024-03-06,2024-03,Referral,Summer Sale,Desktop,401,199,127,77,39,801,31239,4306.36,625.4
2024-06-13,2024-06,Email Campaign,Newsletter,Desktop,467,211,109,66,33,587,19371,1278.66,1414.9
2024-05-18,2024-05,Email Campaign,Brand Awareness,Desktop,407,196,105,54,27,308,8316,4447.24,87.0
2024-08-01,2024-08,Paid Ads,Summer Sale,Tablet,485,116,48,20,7,688,4816,2075.24,132.1
2024-10-17,2024-10,Referral,Brand Awareness,Mobile,499,251,161,114,74,1396,103304,9023.45,1044.8
2024-12-04,2024-12,Email Campaign,Brand Awareness,Mobile,133,61,36,22,10,822,8220,1240.13,562.8
2024-02-13,2024-02,Referral,Retargeting,Mobile,120,61,42,29,17,1513,25721,343.43,7389.4
2024-06-04,2024-06,Organic Search,Product Launch,Desktop,426,117,61,30,12,1376,16512,4602.78,258.7
2024-07-17,2024-07,Paid Ads,Summer Sale,Desktop,489,146,58,20,7,1695,11865,1267.28,836.3
2024-07-10,2024-07,Paid Ads,Newsletter,Mobile,409,114,41,16,6,1872,11232,4265.88,163.3
2024-10-03,2024-10,Organic Search,Retargeting,Desktop,277,82,47,23,10,1067,10670,1334.96,699.3
2024-06-26,2024-06,Referral,Retargeting,Desktop,471,223,162,106,70,1656,115920,4872.55,2279.0
